Date,Month,Year,Title,Content,Link
1,1,2010,Addressing the vulnerability,"At a time when the prospects for civil aviation industry seemed to be looking up, the failed attempt to blow up a Detroit-bound transatlantic Northwest Airline flight last week has come as a rude shock. A 23-year-old Nigerian was able to slip through the security net at the Amsterdam airport and get on to the flight with explosives, later identified as PETN (pentaerythritol). It is by a stroke of luck that he failed — he sustained serious burns in trying to ignite the explosive and was overpowered by the crew and fellow passengers. Airport security was the final line of defence that he had breached. Based on information, he had some months ago been noted as a potential terrorist to be watched but American security agencies had failed to follow up and bar him from flying into the U.S. In addition to addressing the questions raised by the intelligence failure, the U.S. administration has also sought to tighten airport security. Obviously, there are still certain explosives and chemicals — they include plastic explosives — which cannot be detected in the existing security checks at airports. One suggestion that has emerged is the introduction of mandatory whole body scan at major airports, especially for flights bound for the U.S. Nigeria, in fact, has placed orders for these scans at its four major airports, and no international passenger will be allowed to board a flight without going through this check. Many European airports already have this facility, but the check has not been made compulsory as yet.
In 2001, after a failed “shoe bombing” incident, when a passenger attempted to blow up a plane with explosive-laden shoes, American airports made it compulsory for all passengers to remove their shoes and put them through the scanner. Chemical explosives, small quantities of which are enough to blow holes through the aircraft with disastrous consequences at high altitudes, have posed a major technological challenge to airport security. Special scanning for chemicals and physical search are currently in use but they are time-consuming and involve additional cost and delays. The airlines too seem worried at the prospect of security measures and terrorist threats keeping passengers away from international flights. If the coming year was expected to see a turnround in the fortunes of airlines, the latest incident and the Nigerian suspect’s warning that more bombers were heading for the U.S. have come as dampeners. Technological developments may well make security screening at airports quicker and non-intrusive, but that is for the medium term. Meanwhile, no effort must be spared to make the screening as thorough as possible even at the cost of some inconvenience and delays.",https://www.thehindu.com/opinion/editorial/Addressing-the-vulnerability/article16835552.ece
1,1,2010,Inevitable delay,"Given the complexity involved in conceptualising and implementing the Goods and Services Tax (GST), it is becoming clearer by the day that the scheme cannot be introduced by April 1, 2010, as originally proposed. An overwhelming majority of States have expressed themselves in favour of a less rigid time frame. The Centre has not yet brought before Parliament the legislation to amend the Constitution without which the GST cannot be put in place. More basically, the Centre and the States are yet to reach a consensus on what the goods and services tax rates should be. The Empowered Committee of State Finance Ministers has come out in favour of a dual structure. The Centre and the States will have their own laws and rates, and there will be a multiplicity of rates for goods and services. More recently, there have been suggestions favouring a combined GST across the country, incorporating the tax rates of both the Centre and the States. The National Institute of Public Finance and Policy has said the combined GST could be around 17-18 per cent. This is substantially higher than the 12 per cent combined tax rate — five per cent for the Centre and seven per cent for the States — proposed by the 13th Finance Commission recently. The Commission has also recommended the creation of a safety net for the States with a corpus of Rs. 30,000 crore to be funded by the Centre over five years.
The sharp difference in the rates proposed by the two expert bodies indicates, more than anything else, the difficulty in working out a revenue-neutral tax rate that will be fair to all the stakeholders. At this stage, there is no clarity on whether it will be possible to subsume all the indirect taxes into the new levy. The administrative costs involved, including those for the development of crucial technology inputs, have yet to be calculated. Although there are major hurdles to be crossed before a consensus can be arrived at, the time has come to educate all the stakeholders on the merits of the GST, which is not a new tax but only an improvement over the prevailing consumption tax systems at the Centre and in the States. At present, there is a value added tax (VAT) at the manufacturing stage on goods and a separate tax on selected services at the Centre, and a VAT up to the retail stage at the State level. Tax bases at the Centre and in the States overlap and, despite the input credits given at various levels, there is considerable cascading that distorts tax incidence and makes manufacturing non-competitive in many cases. The GST is expected to expand the tax base and reduce distortions by eliminating input taxes.",https://www.thehindu.com/opinion/editorial/Inevitable-delay/article16835223.ece
2,1,2010,Anodyne blueprint,"In the summer of 2007, Prime Minister Manmohan Singh promised Jammu and Kashmir’s people a “blueprint for a new future.” Late last month, retired Supreme Court judge Saghir Ahmed released the summary of that blueprint — and sparked off protests across party lines. Made on behalf of a working group set up by the Prime Minister in 2006 to consider measures for strengthening the relationship between the Union of India and Jammu and Kashmir, Justice Ahmed’s recommendations are less-than-substantial. Among other things, he has called on the Prime Minister to set up a mechanism to restore J&K’s autonomy “to the extent possible.” He has also recommended that the people of the State be allowed to decide whether Article 370 should be made a permanent feature of India’s Constitution or, alternatively, abrogated — neatly sidestepping the divisions on the issue. There are no serious recommendations on how sub-regional aspirations are to be met. In short, the suggestion is that the State and central governments decide the questions the working group was set up to consider!
But the anodyne findings aren’t the reason most major parties are protesting. It is that the Working Group’s members had little say in shaping the recommendations that have been made in their name. Justice Ahmed last met the members of the Working Group on September 3, 2007, when each party made a presentation on its position. Members came away from the meeting believing there would be further discussion. Instead, they learnt about the recommendations from the newspapers. The loudest protests have come from the Bharatiya Janata Party but other parties, ranging from the People’s Democratic Party to the Communist Party of India (Marxist), have also made it clear they are less than happy. Only the National Conference has backed the report, claiming, for reasons not immediately apparent from the text, that it vindicates the Jammu and Kashmir Legislative Assembly’s 2000 call for maximal autonomy. In his address at the third roundtable conference on April 24, 2007, Dr. Singh pointed out that New Delhi’s efforts to initiate an inclusive dialogue on Jammu and Kashmir had raised hope for the State’s future and underlined the need to “keep this process moving forward.” Now the government finds itself in the curious position of negotiating with Islamist-led secessionists — but not engaging the elected representatives of the State’s people. It is not too late to do a course correction and restore the legitimacy of a promising process by resuscitating the inclusive dialogue Dr. Singh promised would shape the future of the State.",https://www.thehindu.com/opinion/editorial/Anodyne-blueprint/article16835365.ece
2,1,2010,Looking back on the pandemic,"The year that has ended saw the world coming to grips with a new influenza pandemic after an interval of 40 years. It was not the much-feared H5N1 bird flu virus. Nor did outbreaks begin in East Asia, as was believed to be likely. Instead, the first human cases appeared in April on the other side of the globe. Thereafter, in a world interconnected by rapid air travel, the new virus showed up in country after country. By June, the World Health Organisation officially declared the start of the flu pandemic. Analysing the viral genome, scientists swiftly established that it had jumped to humans from pigs and possessed a mix of human, pig, and bird flu genes. Mercifully, the novel H1N1 strain has been quite unlike the one that set off the catastrophic 1918 pandemic. Swine flu, as the new virus is commonly called, infected many millions of people around the world during 2009. But the vast majority recovered easily. One key difference is that while seasonal flu predominantly kills the old, the new virus has proved life-threatening to younger people too. Pregnant women and people with chronic health conditions have been particularly at risk. Even healthy youth have sometimes fallen victim. Autopsies carried out on some of those who succumbed in New York showed that the pandemic strain was damaging cells all along the airway, including deep into the lungs. Bacterial co-infection greatly increased the risk of developing severe disease.
WHO’s assessment is that the true number of fatalities from the H1N1 virus worldwide was higher than the approximately 12,200 reported because many deaths would not have been recognised as flu-related. U.S. health officials recently estimated that 50 million Americans (a sixth of the country’s population) caught the disease, 213,000 needed hospitalisation, and nearly 10,000 died of the disease. In India, a young man who flew in from New York in May became the country’s first officially confirmed case. Three months later, the virus claimed the life of a Pune schoolgirl. Since then, more than 840 laboratory-confirmed deaths have been reported from various States. In South Asia, according to a recent WHO update, influenza activity continues to be intense, particularly in northern India, Nepal, and Sri Lanka. Although the moderate impact of the pandemic was the “best possible health news of the decade,” the world health body’s Director-General Margaret Chan has cautioned that it would be prudent to continue monitoring the virus’ evolution for another year. By focussing minds and resources, the pandemic has left the nations of the world better prepared to deal with global health emergencies.",https://www.thehindu.com/opinion/editorial/Looking-back-on-the-pandemic/article16835364.ece
4,1,2010,"Still waiting, after 25 years","It will come as cold comfort to the victims of the November 1984 massacre of Sikhs in Delhi, Kanpur, and other cities that “official sanction” to prosecute Sajjan Kumar in one of the last pending cases against him has finally been given. A Congress strongman in Delhi, Mr. Kumar has been prosecuted before and let off by the courts because of the weakness of the case mounted by the Delhi Police. From the word go, the police subverted all cases stemming from the 1984 killings with the same degree of commitment to the rule of law that it displayed during the three days murderous mobs were given a free hand to wreak ‘vengeance’ on innocent Sikhs for the dastardly assassination of Prime Minister Indira Gandhi by her Sikh bodyguards. Dozens of murders spread across a vast area were listed in omnibus First Information Reports and details mixed up and confused in such a way that their use in subsequent investigations and prosecutions was next to impossible. Mr. Kumar evaded indictment for years with the help of the political establishment and a surprisingly benevolent judiciary. When he was eventually indicted, he presented as star defence witnesses the very police officers who authored one of those FIRs. This, coupled with the fact that numerous prosecution witnesses “mysteriously” turned hostile, led to his acquittal in the most serious of charges. That matter is now on appeal.
Will the ‘Rathore effect’ — the widespread public revulsion at the ease with which influential persons get away with heinous criminal acts — force the authorities to mount a proper effort to bring a key player of November 1984 to justice this time around? Or will his forthcoming trial for lesser offences like inciting communal hatred get caught up in labyrinthine procedures? Mass killings of the type and scale of November 1984 or Gujarat 2002 take place partly because an effective immunity from proper investigation and prosecution attach to them. Indian law and judicial process treat these incidents as ‘ordinary’ rather than genocidal crimes, which require special rules and procedures for prosecution. Crucially, Indian law does not assign command responsibility to those at the top of the administrative pyramid who have both the knowledge of the mass killings taking place and the ability to stop them but do nothing to intervene. This is the yardstick for culpability in modern international humanitarian law. The incorporation of this principle in India will surely have a salutary deterrent effect. Sadly, the proposed Communal Violence Bill lacks this essential element and is so riddled with other infirmities that it will be next to useless in protecting innocent citizens from targeted mass violence.",https://www.thehindu.com/opinion/editorial/Still-waiting-after-25-years/article16835654.ece
4,1,2010,The future of cinema?,"Ever since 1895, when the Lumiere brothers staged the first paid public screening of a film, the trajectory of cinematic art has been twinned with technological advancement. The first patent for a 3D movie process, which creates an illusion of depth, was filed around the same time. But it wasn’t until the 1950s that the ‘golden era’ of 3D or stereoscopic filmmaking began — a short flowering with mixed results. After shooting Dial M For Murder in this format, Alfred Hitchcock was famously unimpressed, remarking that 3D was a “nine day wonder — and I came in on the ninth day.” The release of James Cameron’s stunningly successful Avatar demonstrates that 3D today has no resemblance to its earlier, primitive avatars. By combining stereoscopic effect with cutting edge digital production technologies, the truck-driver-turned-director has left audiences gasping at the technical wizardry in his visually breathtaking interstellar epic located in a faraway planet with fantastical creatures, exotic flora and fauna, and an endearing race of blue-skinned humanoids called the Na’vi. Cameron dreamed of making such a film before Titanic, which did anything but sink, grossing a record $1.8 billion and sailing to a record-equalling 11 Oscars in 1998. If he waited so long, he says it was because technology needed to catch up with his vision.
In Cameron’s hybrid world, where actors and computer-graphics characters flit in and out of live environments and those created by computerised imagery, illusion and reality are merged to produce a stunningly photorealistic experience. Avatar’s innovations include a new form of performance-capture technology, which created computerised images of the Na’vi from real facial expressions and movements of actors, and a new and more nimble 3D camera, designed by his team, which allowed Cameron to film his actors live in the virtual world. Avatar’s over-earnest storyline is prosaic and somewhat disappointing. But will it change the way we watch films? It’s hard to say, but it is certain to provide a fillip for stereoscopic cinema, which is in the midst of a strong resurgence. Against six in 2008, an estimated 40 3D films are in various stages of production. Last year, there were about 1,500 3D-equipped screens in 30 countries, a number that has already quadrupled and is set to grow rapidly. One reason for the excitement about stereoscopic cinema is that it is less vulnerable to the threat of piracy: you need a cinema hall and polarised glasses to enjoy a 3D film. Cameron has shown that the leap in technology provides a giant leap in the movie-watching experience.",https://www.thehindu.com/opinion/editorial/The-future-of-cinema/article16835649.ece
5,1,2010,Sharper focus on security,"When Nigerian terror suspect Umar Farouk Abdulmutallab boarded the Detroit-bound Northwest Airlines Flight 253 at Amsterdam, he was already in the least-restrictive, 550,000-person Terrorist Identities Datamart Environment database of the United States National Counterterrorism Centre. As a result of what President Obama candidly described as “a mix of human and systemic failures,” Abdulmutallab’s name never moved from there to the 4,000-person no-fly list, nor was his multiple-entry U.S. visa revoked. The botched Christmas-day terror attack occurred despite the Central Investigative Agency receiving information last November from Abdulmutallab’s father regarding the terror risk that his son posed; further the National Security Agency had intercepted, in August, al-Qaeda chatter in Yemen on a terror plot involving a Nigerian. The implied inter-agency coordination failures have sparked a sharp debate on national security, mostly along party lines. The Republican opposition, undoubtedly mindful of the mid-term Congressional elections in November, has called into question Mr. Obama’s track record against terror, with former Vice President Dick Cheney saying that the President was “trying to pretend we are not at war.” The White House hit back saying, “Seven years of bellicose rhetoric failed to reduce the threat from al-Qaeda and succeeded in dividing this country.”
Yet there is a danger in dismissing specific Republican questions as opportunistic or irrelevant political posturing. President Obama would do well to take the queries seriously, especially given that the attack was foiled by circumstance rather than any prior intelligence. For example, it was fair to ask, as Representative John Boehner of Ohio did, what exactly is the administration’s “overarching strategy to confront the terrorist threat and keep America safe”; or to criticise, as Republican of the House Intelligence Committee Peter Hoekstra did, the lack of follow-up action when data on Abdulmutallab became available months ago. Some of these arguments may also paradoxically undermine the Republican campaign: Democrats have been quick to point out that it was House Republicans who voted this year against a $44 billion bill financing additional airport security measures. In particular, there is a strong case for using full-body scanners at airports — devices that would have detected the materials Abdulmutallab carried — subject to privacy concerns being addressed. Against the backdrop of intelligence lapses and coordination failures is the spectre of a shift in the balance of Congressional power after the November elections. A new Congress that is less overwhelmingly Democratic is likely to keep up the pressure on President Obama to address security concerns more rigorously.",https://www.thehindu.com/opinion/editorial/Sharper-focus-on-security/article16573221.ece
5,1,2010,Skewed against the States,"The report of the 13th Finance Commission (TFC) has not been made public but it is obvious that it will be comprehensive, encompassing, besides its core area of tax sharing, critical issues such as fiscal consolidation. The Commission was constituted in 2007. In August 2008, the government, faced with the charge of persisting with opaque accounting practices — specifically in treating the burgeoning petroleum and other subsidies as “off-budget” items — asked the TFC to suggest a revised road map with “a view to maintaining the gains of fiscal consolidation through 2010 to 2015.” That additional point of reference has since become critically important in the context of the stimulus packages involving more spending by government. The government is still undecided about the timing of withdrawing the stimulus packages but will obviously be influenced by the TFC’s recommendations. Another area in which the Commission will have a substantial say is in the design of the Goods and Services Tax (GST). The TFC has already made it known that it favours a revenue-neutral, single GST, preferably at 12 per cent, arguing that the relatively low rate will lead to better compliance and boost the GDP by as much as 1.5 percentage points.
The focus of the TFC’s report will be on correcting the growing imbalance in the sharing of tax resources by the Centre and the States. According to a recent estimate by the National Institute of Public Finance and Policy, States raise 34 per cent of the consolidated tax revenues but incur 58 per cent of the expenditure. Further, a significant part of the States’ expenditure is tied to the central expenditure on schemes launched by the Centre. In that category are some of the flagship schemes in the social sector, which has received enhanced budgetary allocation this year. Moreover, since 2003-04 the Centre has been transferring funds directly to the implementing agencies at the district, even village-level, bypassing the State exchequer. Also, the backward States rich in mineral wealth feel discriminated against in the matter of royalties. The TFC can be expected to have addressed these and related issues. But over the years Finance Commissions have been constrained by three factors: expansion in the terms of reference beyond tax devolution; restriction of its scope to non-Plan expenditure; and the emergence of multiple agencies in making transfers.",https://www.thehindu.com/opinion/editorial/Skewed-against-the-States/article16835832.ece
6,1,2010,Doing good for science,"On the one hand, there is the vision of India emerging as a major scientific and technological power in the world. On the other, there is the fear that the strains and limitations that are all too visible in the country’s education and science system could cause it to stumble badly. At a time when rich nations and fast-growing developing countries alike are looking to ensure that science and its associated technological benefits become the bedrock for future competitiveness, India cannot afford to fall behind in this race. In the seven years up to 2007, research publications from India rose by about 80 per cent, noted a recent report from Thomson Reuters; it added that if this trajectory continued, India’s productivity would be “on a par with most G8 nations within 7-8 years and overtake them between 2015-2020.” Inevitably, comparisons are made with neighbouring China. China’s spending on science has risen so rapidly that it is now just behind the United States and Japan in terms of gross expenditure on R&D. It has increased its share of the world’s researchers from 14 per cent in 2002 to about 20 per cent in 2007, according to the UNESCO Institute for Statistics. China has over 1,000 researchers per million inhabitants while India has only one-seventh of that.
“We have worked hard to do what is good for science,” observed Prime Minister Manmohan Singh when he inaugurated the Indian Science Congress at Thiruvananthapuram recently. “We also know that we need to do much more because scientific capability is what will determine our ability to overcome the challenges which lie ahead.” The Eleventh Five Year Plan, which started in 2007, has quadrupled the outlay on education and trebled governmental investments in science and technology in comparison with the Tenth Plan. But it must not be a matter of simply churning out more science graduates and Ph.Ds. Encouragement and support for young scientists and enthusiastic students to engage in frontline research that interests them is vitally important. Good teachers, fellow students, and facilities are the necessary ingredients for producing good scientists, observed Nobel laureate Venkatraman Ramakrishnan when he addressed a large gathering in Chennai recently. Quoting Dr. Ramakrishnan, the Prime Minister spoke of the need to “liberate Indian science from the shackles and deadweight of bureaucratism and in-house favouritism.” The Scientific Advisory Committee to the Cabinet and the Science Advisory Council to the Prime Minister are reported to have made a number of recommendations for reducing the red tape. India needs to move quickly on a number of fronts if it is to take its rightful place in the firmament of global science. It is certainly time for action and measurable outcomes.",https://www.thehindu.com/opinion/editorial/Doing-good-for-science/article16836088.ece
6,1,2010,Turnaround in foreign trade?,"It would be premature to think of a sharp turnaround in India’s foreign trade based on just one month’s figures. However, given the continued fall in both imports and exports for nearly 12 months in a row, the trade figures for November 2009 released recently by the Director-General of Commercial Intelligence and Statistics, give room for optimism, especially in exports. In that month, exports at $13.19 billion were 18 per cent higher than a year ago ($11.16 billion). Imports too have fared better, registering only a modest 2.6 per cent decrease, which is in sharp contrast to the double-digit decline witnessed through the current fiscal year till October. Positive export growth helped along by the decline — though slower — in imports resulted in the narrowing of the trade deficit to $9.69 billion, as against $12.32 billion in November 2008. While as a rule, a narrower trade deficit ought to be welcomed, the circumstances leading to it matter as much as the trade figures for one month. Even over an eight-month period, April-November 2009, exports and imports on an aggregate basis are well below the levels during the corresponding period of the previous year. Exports are down by 22 per cent and imports by over 27 per cent. The overall trade deficit during this period stands at $66.18 billion, down from over $100 billion the previous year.
An urgent task before the policy-makers is to help sustain the positive trend in exports over the remaining months so that the annual target of $165-170 billion is achieved— the same level as in 2007-08. The decline in exports was due to the sharp fall in demand in the principal overseas markets — the United States, the European Union, and Japan. With the worst of the recession behind them, these countries would be able to import more from India. Export organisations have urged the government to continue extending support, particularly for the labour-intensive export segments such as leather, handicrafts, gem and jewellery, and agro-industries. A strengthening rupee has been another area of concern for the exporters but the scope for intervention by the Reserve Bank of India is limited at this juncture. A fall in both oil and non-oil imports has contributed to the continuing decline in imports. Petroleum prices have remained relatively low since October last year, though they have been rising more recently. The drop in non-oil imports by nearly 24 per cent till November is a cause for concern, reflecting as it does the lower investment in capital goods.",https://www.thehindu.com/opinion/editorial/Turnaround-in-foreign-trade/article16836087.ece
