Date,Month,Year,Title,Content,Link
12,8,2009,Meeting a pandemic challenge,"It is four months since the gravity of the swine flu outbreak that started in Mexico became evident to the international community. India was not spared from the three flu pandemics of the last century. It ought to have been clear from the start of this one that the country must be prepared to face a new contingency. Yet for all the pandemic preparation that is supposed to have been completed, it is the Union Health Ministry’s lack of planning that has been on displa y in recent days. Even before the first swine death occurred in India recently, a large number of countries across the world were coping with massive outbreaks of pandemic flu. But the central government, which must provide leadership for the nation, appears to have drawn few lessons from the experience of those countries.
It has utterly failed to prepare the public for a rapid spread of the flu virus within the country. In stark contrast, the scientists of the U.S. Centers for Disease Control and Prevention (CDC), who led efforts to keep the American media and the public informed, have been at pains to emphasise both what was known and unknown about the virus and its behaviour. Thus from the very beginning, when the U.S. had only a handful of confirmed cases, the CDC has been driving home the point that the confirmed cases were only the “tip of the iceberg.” Far more transmission of the virus could actually be occurring among humans that was not being picked up. Thus towards the end of June, when the U.S. had over 27,000 confirmed cases, including 3,000 hospitalisations and more than 130 fatalities, a leading CDC scientist declared that there could have been “at least a million cases” in the country up to that time. Union Health Minister Ghulam Nabi Azad, on the other hand, insisted that swine flu in the country was under control. He spoke about how the government had managed to “limit the cases of swine flu to a few individuals, considering the size of our population and country.” The result is that as swine flu cases and resultant deaths begin to mount, the government looks ineffective. The public gets the impression that the situation is out of control and starts to panic.
A flu pandemic occurs when a virus arises to which the vast majority of people in the world have no natural immunity. The World Health Organisation (WHO) estimates that about two billion people worldwide — about 30 per cent of the global population — could be infected by the time this pandemic ends. But catching the swine flu is very far from being a grave illness, let alone a death sentence. In fact, data gathered by the WHO from various countries suggest that only up to 10 per cent of confirmed cases need to be hospitalised and fatalities occur in less than one per cent of confirmed cases. But such confirmed cases, it bears reiteration, are only the tip of the iceberg. A great many people who become infected could either be asymptomatic or suffer only mild symptoms. A U.S. document on pandemic planning indicates that only half of those who pick up the virus might even seek medical help. A recent WHO briefing note points out that the majority of patients infected with the pandemic virus worldwide continue to experience only mild symptoms and recover fully within a week, even in the absence of any medical treatment.
But the sad fact remains that when so many people catch swine flu, some of them will develop severe disease and die. The vast majority of severe cases have occurred in high-risk groups, such as pregnant women and those with asthma or other lung disorders, cardiovascular problems, diabetes, suppressed immune systems, or neurological disorders. Obesity appears to be another risk factor. But while the media spotlight is on every person who dies of swine flu in the country, the toll taken by seasonal flu, which people encounter year after year with no more than a shrug, gets overlooked. A large part of the problem is, of course, that India lacks a proper surveillance system to track seasonal flu and many other infectious diseases. The U.S., a much wealthier nation with less than a third of India’s population, sees some 36,000 deaths from seasonal flu each year. Published estimates suggest that India accounts for 20 per cent of the 1.9 million children who die annually of acute respiratory infections in developing countries.
Given the number of people who might seek medical help and need hospitalisation as the pandemic takes hold in India, a few designated hospitals will not suffice. Yet, even in its revised guidelines issued after the Pune schoolgirl died on August 3, the Union Health Ministry asked any person with flu-like symptoms to go to a designated government facility to be checked and, if required, to give a sample for testing. The chaos that ensued in cities like Pune was predictable. In order to prevent health care institutions from being swamped, the U.S. CDC recommends that those who get sick with the virus stay home unless they have signs of severe illness or fall in a high-risk group. The WHO too makes a similar suggestion. Better sense seems, however, to have dawned, with the Union Health Ministry now announcing that it would issue guidelines for private hospitals and laboratories that had the necessary facilities to treat and test patients for swine flu. Measures to mobilise the country’s health care infrastructure, in the public as well as private sectors, ought to have been part of the pandemic plan that the central government is supposed to have worked out and put in place. In all this, rural India and the poor must be given special attention. The swine flu could be at its worst when it affects those who are malnourished, many of whom suffer from chronic diseases and often have little access to health care. At a vulnerable juncture when a drought threatens, this pandemic could test the country’s ability to care for its people. We cannot afford to fail.",https://www.thehindu.com/opinion/editorial/Meeting-a-pandemic-challenge/article16874697.ece
12,8,2009,Facing up to a bad monsoon,"This year, the rains were exceptionally bad in June and the monsoon has been unable to recover from such a big setback. Now with half the rainy season over, the chances are that the monsoon will end in a drought. The country as a whole received little more than half the rain it usually gets in June. Mercifully, rains in July were only a little below average. Even so there was a cumulative deficit of about 20 per cent in countrywide rainfall by the end of that month. Based on an analysis of rainfall data for 130 years, leading atmospheric scientists have pointed out in a journal paper that when the June-July rainfall for the entire country has more than a 12 per cent shortfall, there is a 67 per cent probability of the monsoon ending in a drought. (Atmospheric scientists typically define a drought as a deficit of more than 10 per cent in the nationwide rainfall for the entire season.) In short, as July came to an end, it was clear the monsoon was in trouble. Moreover, the El Nino that is brewing in the Pacific Ocean appears to be affecting the monsoon. This warming of the equatorial waters of the central and eastern Pacific leads to enhanced cloud formation in that region, thereby drawing away the moisture-laden winds needed to sustain the Indian monsoon. In 1997, favourable conditions in the equatorial Indian Ocean were able to counter a strong El Nino and the monsoon enjoyed slightly above-average rains. This year, unfortunately, the Indian Ocean has not helped out and could instead be adding to the monsoon’s woes.
August usually provides nearly 30 per cent of the monsoon rainfall. Poor rains in the opening days of this month have pushed the seasonal deficit for the country as a whole to 25 per cent. If the rains fail to pick up this month, a bad situation could become a whole lot worse. Northwestern India has already been badly hit, with the rainfall deficit now standing at 40 per cent. It is from this region that the monsoon starts its withdrawal, a process that often begins in early September and then extends gradually to the rest of the country. So the rains in August will have a huge impact on this region. A poor monsoon no longer brings with it the spectre of famine but droughts have been shown to significantly reduce foodgrain production and the GDP. There has been a sharp drop in paddy cultivation this monsoon. “In no case should we allow our citizens to go hungry,” Prime Minister Manmohan Singh proclaimed at the recent conference of State Chief Secretaries. At a time like this, with a crisis looming, it is imperative that the central and State governments set aside their differences and work in unison for the common good.",https://www.thehindu.com/opinion/editorial/Facing-up-to-a-bad-monsoon/article16874696.ece
12,8,2009,Clearing the final hurdle,"The suspense over the eligible human embryonic stem cell lines for federal funding has been finally removed after the National Institutes of Health (NIH) announced the rules recently. The draft guidelines issued earlier by the NIH, after President Barack Obama signed an executive order overturning the eight-year-old ban on federal funding of stem cell lines, had specific requirements of informed consent by individuals who wished to donate their embryos for research. The 70 0 or so stem cell lines derived after 2001, and the 21 cell lines already approved for federal funding, were developed from extra embryos created by in vitro clinics after obtaining informed consent. This conformed to the guidelines laid down in 2005 by the National Academies of Sciences (NAS) or derived according to the ethical protocols approved by institutional review boards. But the stringent condition of informed consent laid down by the NIH would have made most of these cell lines, including the ones already funded, ineligible for federal funding. That would have been a severe setback to embryonic stem cell research. Nearly all ongoing experiments using federally funded cell lines and those created after 2001 would have been stopped. They would have needed to start afresh, using new cell lines obtained in accordance with the new rules. Little wonder that most stem cell researchers were aghast at the NIH proposal. The national body had clearly acted without applying its mind on such a vital matter.
Biological sciences, especially stem cell science, have been progressing at an astonishing pace over the last few years. When science progresses faster than regulation, it is inconceivable that retroactivity, the cornerstone of science regulation, was overlooked while framing the guidelines. It became all the more unfathomable as the NAS guidelines, the gold standard for the conduct of stem cell research in the U.S., permit retroactivity on cell lines already approved by the NIH. In fact, all the 21 cell lines identified for federal funding by the NIH itself in 2001 would have become ineligible for continued funding had the NIH not corrected the anomaly. Scientists may now become eligible to receive financial support from the government if the NIH is convinced that the creation of the stem cell lines adhered to the spirit, if not the letter, of the new regulations. However, what criteria the national body will use to determine whether a cell line that has not been collected in accordance with the newly laid down ‘informed consent’ rules is eligible for funding is yet to become clear.",https://www.thehindu.com/opinion/editorial/Clearing-the-final-hurdle/article16874695.ece
13,8,2009,Get to the truth on Shopian,"Ever since the bodies of two young women washed up on the banks of the Rambiara river in Shopian in south Kashmir ten weeks ago, the investigation into their death has been hit by crisis. On Tuesday, this newspaper broke the news that vaginal swabs purported to have been taken from the victims were, in fact, drawn from other women. Since the presence of semen in the swabs has been the keystone of the investigation into allegations that the women were raped and then murdere d, the fabrication could mean that the truth about Shopian would never be known. Opinion is divided on whether the fabrication was carried out to protect powerful perpetrators or, in the alternative, to defame security force personnel alleged to have carried out the rape. What is clear is that the investigation was messed up from the start. First, the district police failed to sanitise the crime scene, which raised the possibility of a loss of critical evidence. Then the doctors who conducted two sets of autopsies on the victims provided inconclusive findings on the cause of death and whether the two women had been sexually assaulted. Shockingly, the autopsies were carried out by non-specialists, without the aid of basic equipment such as microscope. The post-mortem was not videotaped. Despite allegations by Shopian residents that the women had been raped by police and paramilitary personnel, authorities delayed initiating a full criminal investigation. Matters were made worse by politicians, whose efforts to cash in on the tragedy set off street battles. All this has stretched the credibility of the Jammu and Kashmir government to breaking point.
Three possibilities now face investigators. Did the police personnel under investigation for their possible role in the deaths arrange for the slides to be switched? Or did the doctors and forensic experts who handled the swabs swap them with fakes, either to assist the suspects or those alleging that the women had been raped by security force personnel? Or was there a genuine mistake? The poor record of the J&K Police Special Investigation Team, which has been handling the case, gives little reason for confidence. It is yet to question several suspects who merited investigation in the eyes of the Justice Muzaffar Jan Commission of Inquiry. The SIT has failed to persuade the families of the victims to consent to the exhumation of the bodies for forensic tests. Bowing to demands from angry legislators, the State government has said it would seek to hand over the case to the Central Bureau of Investigation. This must be done immediately. The families of the two young women and the State’s people are entitled to the unvarnished truth about Shopian.",https://www.thehindu.com/opinion/editorial/Get-to-the-truth-on-Shopian/article16875798.ece
13,8,2009,Defying the world,"The verdict handed down to Nobel laureate Aung San Suu Kyi by a kangaroo court in Myanmar is outrageous and deserves to be condemned in the strongest of terms. Consider the farce enacted in the court. The presiding officer finds Ms Suu Kyi guilty of violating the rules of house arrest and sentences her to three more years of detention. Then the military junta’s Home Minister enters the courtroom through the backdoor and announces that the term of extended detention i s reduced to 18 months. She was alleged to have received a guest — an American who visited her uninvited by swimming across the lake abutting her residence — in defiance of the rule. This happened just when her incarceration was about to end, and obviously the military rulers needed another ruse to keep her in detention. The trial began promptly and the verdict was very much on expected lines, though the whole world knew it was a farce. Ms Suu Kyi has spent 14 years in detention, some of them in prison. Despite the continuing pressure from the international community, and more recently the personal message U.N. Secretary General Ban Ki moon to the generals, the junta has chosen to defy the world and doggedly pursue its mission to keep Burma, or what it calls Myanmar, under brutal repression and without development.
Obviously, at the back of the generals’ minds must have been the so-called general election they have scheduled for 2010. With this verdict, Ms Suu Kyi has been effectively kept out of the electoral process, and the junta would like to go through a sham election in an effort to gain political legitimacy as well. As British Prime Minister Gordon Brown says: “The international community must respond to this latest injustice with a clear message to the junta that its tyrannical actions will no longer be tolerated.” Experience has demonstrated clearly that sanctions by the Western powers alone cannot make much of a difference. The Association of South East Asian Nations (ASEAN) has also tried to exert pressure on Myanmar to adopt the process of reform and go for an inclusive electoral process. The generals have once again displayed their resolve to continue with their repressive misrule. It is time the entire international community took concerted and effective action against the regime so that the country’s 50 million people were freed from repression and misrule. The Suu Kyi trial has shown that a soft approach to the military junta — in the hope that it will, in course of time, leave the task of governing the country to democratically elected representatives and step back into the barracks — is clearly not working.",https://www.thehindu.com/opinion/editorial/Defying-the-world/article16874750.ece
14,8,2009,Learning from two poet-savants,"Symbolic acts can build great practical value. By installing the statue of Tamil poet-saint Thiruvalluvar in Bangalore on August 9 and that of Kannada savant Sarvajna in Chennai on August 13, the Chief Ministers of Tamil Nadu and Karnataka have gone beyond cultural symbolism. They have begun a process of good neighbourly engagement that can be helpful towards a resolution of inter-State issues, notably the Cauvery river waters dispute, on just and sustainable lines. For 18 long years, those who claimed to be partisans of Kannadiga interests erected roadblocks against the unveiling of the Thiruvalluvar statue in Bangalore — not because they had any dislike for his celebrated couplets on ethics and practical living, but because they saw him as a Tamil icon, and therefore as a symbol of the interests of Tamil Nadu. At a time when the Cauvery water dispute was raising political temperatures in both States, Thiruvalluvar, the beloved master of Tamil ethical poetry, became a subject of political contestation. Later, Kannada partisans linked the issue to the installation of a statue of Sarvajna, who was known for his pithy tripadis or three-line sayings on various aspects of human life. What links the two poetic voices is their open-mindedness, humanism, practical wisdom, and equanimity; their non-sectarianism; their opposition to obscurantism and the pursuit of unreason; their gentle humour; and the clear-glass felicitousness and accessibility of their ethical messages.
To the credit of Tamil Nadu Chief Minister M. Karunanidhi and Karnataka Chief Minister B.S. Yeddyurappa, they showed the political will to break free from the trappings of the past and go for reciprocal installations at a congenial time. The step was proposed nine years ago but held up because the political atmosphere, which was dominated by the river water disputes, was not right. Now that the symbolic gestures are over, the time is ripe for addressing the inter-State issues with the fairness, balance, and good-natured give-and-take practicality that both Thiruvalluvar and Sarvajna favoured. The real significance of the statue installation functions in Bangalore and Chennai will lie in the success of such a conciliatory process, and not in the satiation of literary-cultural pride on both sides. As they did on the issue of the statues, Tamil Nadu and Karnataka should build seriously on the value of reciprocity and find common ground on more challenging issues. Whenever hurdles come in the way of sensible and sustainable solutions based on give-and-take, when ‘to-do-or-not-to-do’ vacillations arise, political leaders in the two States need look no further than the Kural and the Tripadis for sage ethical and practical guidance.",https://www.thehindu.com/opinion/editorial/Learning-from-two-poet-savants/article16874866.ece
15,8,2009,Bold attempt,"The new direct tax code is a bold attempt at consolidating the entire corpus of law relating to direct taxes — income tax, dividend distribution tax, fringe benefit tax, and wealth tax. Now open for public discussion, the code will be incorporated in a bill the government hopes to introduce in the winter session of Parliament. It represents a strategic shift in the government’s fiscal agenda relating to direct taxes. Its three main objectives are: to minimise t he number of tax exemptions even while maintaining moderate rates; remove ambiguities; and curb evasion. The Finance Minister hopes that the code — expected to become law by 2011 — will provide stability to the tax regime as it is based on widely accepted principles of taxation and best international practices. The proposal to reduce the tax liabilities of individuals and corporates has attracted a great deal of attention but more important is the principle that low tax rates combined with simpler tax laws and minimal exemptions will benefit both the tax payer and the exchequer. In that sense, the code’s proposal for lower marginal rates across all income slabs — for instance, total income between Rs.1.60 lakh and Rs.10 lakh will be taxed at 10 per cent — ought to be evaluated along with other rationalisation measures proposed.
The move to streamline the tax treatment on savings by applying the EET method (exempt savings, exempt interest on savings, and tax withdrawals) removes the existing anomalies, besides taxing expenditure. However, with the penetration of social security schemes being at low levels, the case for exempting retirement benefits from tax still remains strong. The trebling of the deductible savings to Rs.3 lakh is long overdue. The changes proposed in the taxation of capital gains and wealth tax ought to be welcomed although in the first instance they appear to cause hardships to some categories of assessees. The distinction between short-term and long-term capital gains is to be eliminated, and this might affect punters in the exchanges. On the other side, the abolition of the turnover tax on share transactions will increase trading volumes in the exchanges. Corporate tax rates are proposed to be brought down to 25 per cent. The move to introduce a minimum alternate tax on assets requires clarification as even loss-making companies might be dragged into it. One major area of concern is the extraordinary powers proposed to be given to the tax authorities who can, in extreme situations, bypass even tax treaties. In its entirety, the tax code is a major step forward and ought to be welcomed.",https://www.thehindu.com/opinion/editorial/Bold-attempt/article16875069.ece
15,8,2009,Freer trade with ASEAN,"After six long years of tough bargaining, India and the 10-member Association of South East Asian Nations (ASEAN) have clinched a Free Trade Agreement that will take effect on January 1, 2010. There has been a great deal of give and take and compromises in the format of the agreement, but negotiations on services and investments are still on. Only when they too come under the FTA umbrella can India derive full benefits. Any such agreement invariably comes under the scanner of domestic special interest groups, and sure enough, the FTA with ASEAN has met with some stiff resistance from industrial and agricultural constituencies in India as also in some of the South East Asian countries. As a result, the number of items under the ‘sensitive’ list remains large, with the deadline for scrapping them extending to 2019. India-ASEAN trade climbed to $40 billion last year, and it should grow significantly in the coming year. The balance of trade remains in ASEAN’s favour and it can be corrected only when the present agreement, which now covers goods, is enlarged to include services and investments also. The pact should have been inked at least two years ago, but the reservations on both sides and the general election in India delayed it.
In India, much of the opposition comes from Kerala, which had also resisted the FTA with Sri Lanka. Its concerns centre on the plantation sector, notably coconuts, coffee, pepper and rubber. These have been retained in the sensitive list for now. As a result, Indonesia and Malaysia succeeded in binding the tariff on crude palm oil at 37.5 per cent and the one on refined palm oil at 45 per cent. The other area of concern for Indian industry relates to auto components, but 52 of them figure in the sensitive list. At some stage, domestic producers will have to face up to international competition under the World Trade Organisation agreements. Free trade with ASEAN would be of great benefit to the economy as a whole, particularly consumers. Regional trade blocs such as this should be seen as building blocks for global free trade. The India-ASEAN trade bloc becomes the fourth largest in the world and should be welcomed in the setting of New Delhi’s ‘Look East’ policy, ushered in about 15 years ago. Coming close on the heels of a pact with South Korea, this advances that policy further. As the Federation of Indian Chambers of Commerce and Industry (FICCI) Secretary-General Amit Mitra says, India should work to secure 8 to 10 per cent of ASEAN’s $1 trillion import. After all, Indian goods and services too will have access to that market at 5 per cent duty initially and zero duty before long.",https://www.thehindu.com/opinion/editorial/Freer-trade-with-ASEAN/article16875070.ece
17,8,2009,The stressed soldier,"The number of military personnel across different branches and ranks taking their own lives has spiked in India, raising questions of esprit de corps. Since 2006, there have been 495 cases of suicides and 25 cases of “fragging,” or killing of fellow-soldiers, in the Army alone. Several measures have been announced in recent years to address the crisis, but clearly, more are needed. Tellingly, a report prepared by the Defence Institute of Psychological Research, while putting the incidents in the context of the strain and stress of prolonged and repeated deployment in situations of civil conflict, often in counter-insurgency roles, has also emphasised the need for sensitising the intermediate-level leadership to the problems of the jawans and for improving interpersonal relations between officers and men. The “organisational environment in which the soldier lives and works,” has to be improved and “better integration of the individual in the group” facilitated. Providing adequate rest and recuperation opportunities, rationalising the grant of leave, improving manpower management, and enhancing awareness among troops regarding stress management are some of the other suggestions this internal study has come up with. The recommendations call for some rethinking on occupational issues and internal dynamics, and a qualitative change in person-management methods across the ranks.
The military leadership should move with greater seriousness to find ways of mitigating the stress levels of soldiers. The services have in recent times made available mental health-related assistance and counselling facilities. The shortage of properly trained personnel for the task of counselling also needs to be addressed by means of special selection and training procedures. Simultaneously, steps to eliminate any stigma that may be associated with accessing counselling and mental health services should be initiated. Also, the circumstances that led to suicide or killing should be gone into in every case and the data analysed systematically so that the problem could be better understood. The government has, of course, taken several steps to give armed forces personnel a better deal. Their pay and allowances, as also pension benefits, have been improved considerably in recent months. The creation of an Armed Forces Tribunal that would deal exclusively with pending cases relating to the services and welfare of the personnel is also a step in the right direction. Along with better pay and service conditions, it must also be ensured that the force is less stressed, and at peace with itself.",https://www.thehindu.com/opinion/editorial/The-stressed-soldier/article16875301.ece
17,8,2009,Bar-coding plants,"It may soon be possible to classify a majority of the more than 400,000 species of land plants in the world on the basis of genetic variability. The Plant Working Group of the Consortium for the Barcode of Life (CBOL) recently reached a consensus on the portions of the genes that would be used as the plant DNA bar-code. This came after four years of work by 52 scientists from 10 countries. DNA bar-coding, a technique proposed by the University of Guelph, Ontario, Canada, uses a short genetic sequence from a standard part of the genome to quickly identify different plant species. To become usable the chosen genetic sequences of the bar-code must vary with species but must also be conserved enough in plants for identifying most of them. Bar-coding has been used since 2003 to identify animal species, and a bar-code library of nearly 60,000 animal species has been created. But there was no agreement on which regions of the genome should be used for bar-coding plants. The short DNA sequence found in the mitochondrial gene used for bar-coding animals cannot be used in plants; this is because the gene does not vary much in plants and will not be reliable for species identification. Attention therefore turned on the chloroplast genome, which converts sunlight into chemicals. Of the seven candidates shortlisted, the Plant Working Group chose portions of two genes ( matK and rbcL) for the bar-code.
But the plant bar-code is some way short of the ideal. While it can group the plants to the correct genus, it can, on average, discriminate only 72 per cent of all plant species. Though identifying closely related species is problematic in many plants and fungi, it should be less of an issue when used within a restricted region or habitat. But there is no room for complacency as this tool is yet to be tested widely in biodiversity hotspots. The gene used in the animal bar-code has the power to correctly identify over 95 per cent of the species. The task then is to find a way to increase the discriminatory power of the plant bar-code. In the short-term, using supplementary bar-codes along with the standard one can increase this power. But the biggest challenge the initiative may have to face will be funding. Most biodiversity hotspots are in developing countries that will not be able to fund such initiatives on their own. The irony is that some projects in India are yet to get off the ground for want of funding even as several agencies wait for a bar-code system to be settled to fund such initiatives. The time for determined action in this scientifically important area is now.",https://www.thehindu.com/opinion/editorial/Bar-coding-plants/article16875300.ece
